id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price
803992334088384892,Praça da Bandeira,Entire home/apt,6,2.0,2.0,5.0,161.0
804154531719935488,Copacabana,Entire home/apt,4,1.0,1.0,1.0,800.0
804197291196892018,Copacabana,Private room,3,1.5,1.0,2.0,650.0
804197301398418174,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1347.0
804202564219409856,Copacabana,Entire home/apt,10,3.0,3.0,3.0,1329.0
804213932547321382,Copacabana,Entire home/apt,6,1.0,1.0,4.0,965.0
807839968101929457,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1500.0
807846109466120649,Jacarepaguá,Entire home/apt,5,2.0,2.0,5.0,750.0
807864072817404017,Barra da Tijuca,Private room,1,1.0,1.0,1.0,238.0
807866267863066911,Centro,Entire home/apt,2,1.0,1.0,1.0,762.0
807882214982257927,Jacarepaguá,Entire home/apt,5,2.0,2.0,2.0,1800.0
807913561954774036,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1200.0
807929970733828580,Leblon,Entire home/apt,11,6.5,5.0,7.0,3204.0
807932995266831873,Ipanema,Entire home/apt,4,1.0,1.0,1.0,1100.0
807961866037393636,Copacabana,Entire home/apt,4,1.0,1.0,3.0,1414.0
807972435687083355,Gávea,Entire home/apt,3,1.0,1.0,2.0,521.0
804226927939550242,Centro,Entire home/apt,2,1.0,1.0,1.0,586.0
804258460926419105,Ipanema,Entire home/apt,4,1.0,2.0,2.0,857.0
810971890522878320,Botafogo,Entire home/apt,3,1.0,1.0,4.0,479.0
810990510875396300,Copacabana,Private room,2,,,,
811009668003541727,Barra da Tijuca,Entire home/apt,4,2.0,2.0,3.0,495.0
811010744246364632,Barra da Tijuca,Entire home/apt,6,2.0,2.0,4.0,2079.0
811020465401975969,Copacabana,Private room,2,1.0,1.0,1.0,503.0
811024266234750464,Recreio dos Bandeirantes,Private room,3,1.0,1.0,3.0,300.0
811031266328908153,Riachuelo,Entire home/apt,6,2.0,2.0,3.0,1500.0
811034998556262018,Recreio dos Bandeirantes,Private room,2,1.0,1.0,2.0,300.0
811035457851981207,Copacabana,Private room,2,,,,
811061561486139242,Ipanema,Private room,2,1.0,1.0,1.0,957.0
808007893370491403,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,377.0
808017793545733892,Copacabana,Entire home/apt,2,1.0,1.0,2.0,1300.0
808024790199488448,Jardim Guanabara,Entire home/apt,2,1.5,1.0,1.0,470.0
808046451377198400,Copacabana,Entire home/apt,2,,1.0,,
808046666716105188,Jacarepaguá,Entire home/apt,4,1.0,1.0,3.0,210.0
808049384976554599,Santa Teresa,Entire home/apt,12,2.0,3.0,14.0,250.0
808050578575032287,Humaitá,Entire home/apt,4,,2.0,,
808060271039109978,Copacabana,Entire home/apt,2,1.0,1.0,1.0,380.0
808138575852060298,Copacabana,Entire home/apt,4,1.0,1.0,1.0,680.0
808145264851343364,Ipanema,Entire home/apt,2,1.0,1.0,1.0,850.0
811078598029506623,Copacabana,Entire home/apt,2,1.0,1.0,1.0,899.0
811091242730409189,Copacabana,Entire home/apt,3,1.0,1.0,3.0,207.0
811098968780249428,Laranjeiras,Entire home/apt,5,1.0,1.0,2.0,1500.0
811111152609013478,Copacabana,Private room,1,1.0,1.0,1.0,800.0
811165295776254420,Copacabana,Entire home/apt,5,2.5,3.0,4.0,1711.0
811264760026226978,Centro,Entire home/apt,2,1.0,0.0,3.0,420.0
811363102638542746,Copacabana,Entire home/apt,5,1.0,1.0,1.0,1059.0
808148021611572829,Encantado,Entire home/apt,2,1.0,1.0,1.0,273.0
808182000398640344,Centro,Entire home/apt,2,1.0,1.0,1.0,259.0
808209118784450981,Ipanema,Entire home/apt,6,1.5,3.0,5.0,1800.0
808314447064169086,Tijuca,Entire home/apt,4,2.5,1.0,0.0,707.0
808488251577523703,Copacabana,Entire home/apt,2,,1.0,,
808496821020924502,Copacabana,Entire home/apt,5,1.0,2.0,3.0,984.0
808522957543303650,Leme,Entire home/apt,5,2.5,1.0,3.0,1500.0
808524797772130662,Copacabana,Entire home/apt,6,2.0,3.0,4.0,1274.0
808527451916408040,Copacabana,Entire home/apt,4,2.5,2.0,2.0,2126.0
811363619750213688,Copacabana,Entire home/apt,5,1.0,2.0,3.0,260.0
811373247738281557,Santa Teresa,Entire home/apt,2,1.0,1.0,2.0,397.0
811425956700255035,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1096.0
811447148551010381,Jacarepaguá,Entire home/apt,2,1.0,1.0,1.0,250.0
808529571645548752,Ipanema,Entire home/apt,6,2.0,3.0,5.0,1686.0
808547319340601421,Copacabana,Entire home/apt,3,1.0,1.0,2.0,844.0
808562776923093785,Barra da Tijuca,Entire home/apt,5,1.0,2.0,5.0,750.0
808585246278528421,Recreio dos Bandeirantes,Entire home/apt,6,2.5,2.0,2.0,1100.0
808689769021530149,Ipanema,Entire home/apt,4,1.0,1.0,1.0,1664.0
808718839602188165,Recreio dos Bandeirantes,Private room,4,1.0,4.0,12.0,310.0
808725765863652864,Ipanema,Entire home/apt,5,3.0,3.0,3.0,1758.0
808735091208180124,Flamengo,Private room,2,1.0,1.0,1.0,396.0
811455064680263006,Copacabana,Private room,2,1.0,1.0,1.0,500.0
811462446018041850,Santa Teresa,Private room,4,,,,
811464590494107949,Ipanema,Entire home/apt,4,1.0,1.0,1.0,1100.0
811477045550311621,Recreio dos Bandeirantes,Entire home/apt,4,2.0,2.0,3.0,4045.0
811520551504107685,Botafogo,Entire home/apt,2,1.0,1.0,1.0,250.0
811530219704196709,Barra da Tijuca,Entire home/apt,4,2.0,2.0,2.0,785.0
811533471871499985,Tijuca,Private room,2,1.0,1.0,1.0,271.0
808738935943205631,Copacabana,Entire home/apt,2,1.0,1.0,2.0,917.0
808810483022827535,Vargem Pequena,Private room,1,2.5,1.0,1.0,90.0
808852549046614463,Flamengo,Entire home/apt,3,1.0,0.0,1.0,599.0
808880436401808778,Camorim,Private room,2,1.0,1.0,1.0,530.0
808888082301772988,Recreio dos Bandeirantes,Entire home/apt,2,1.0,0.0,2.0,279.0
808925784152751319,Jacarepaguá,Private room,2,1.0,1.0,1.0,390.0
808951271100151196,Flamengo,Entire home/apt,5,,2.0,,
809273308223516111,Centro,Entire home/apt,4,1.0,1.0,2.0,550.0
809278761486719438,Barra da Tijuca,Entire home/apt,8,6.0,4.0,5.0,15714.0
809300904820244102,Flamengo,Entire home/apt,4,,2.0,,
811537535590327819,Itanhangá,Private room,2,1.0,1.0,2.0,500.0
811547225148340664,Santa Teresa,Private room,2,1.0,1.0,1.0,280.0
811548834898631053,Itanhangá,Private room,1,1.0,1.0,1.0,189.0
811552042757847334,Santa Teresa,Private room,2,,,,
811566041768058823,Recreio dos Bandeirantes,Entire home/apt,4,2.0,3.0,2.0,311.0
811592293567979155,Leme,Entire home/apt,6,2.0,2.0,4.0,1350.0
811620988002164890,Ipanema,Entire home/apt,5,2.5,2.0,3.0,2150.0
811631303559623497,Vila Militar,Entire home/apt,5,1.5,2.0,2.0,420.0
811645508031668336,Copacabana,Private room,2,1.5,1.0,1.0,250.0
811649307726433950,Flamengo,Entire home/apt,4,1.0,0.0,1.0,800.0
811667235339888163,Ipanema,Entire home/apt,4,,2.0,,
811671061472343834,Leblon,Entire home/apt,4,2.0,2.0,3.0,900.0
811698222767428495,Santa Teresa,Entire home/apt,2,1.0,1.0,1.0,350.0
809318040720296817,Copacabana,Private room,1,1.0,1.0,1.0,105.0
809323775210654709,Ipanema,Entire home/apt,6,,2.0,,
809329260356099676,Ipanema,Private room,2,1.0,1.0,1.0,750.0
809366944133285408,Copacabana,Entire home/apt,2,1.0,0.0,2.0,354.0
809376661760278168,Barra da Tijuca,Entire home/apt,10,5.5,4.0,6.0,2900.0
809396761527524616,Copacabana,Entire home/apt,4,1.0,1.0,1.0,334.0
809454250968148735,Guaratiba,Private room,6,1.0,1.0,3.0,111.0
809462693960448978,Centro,Entire home/apt,2,1.0,1.0,1.0,450.0
809496215605520668,Santa Teresa,Entire home/apt,4,1.0,1.0,2.0,900.0
809507610095606364,Copacabana,Shared room,1,2.0,1.0,7.0,477.0
809519111379343628,Sampaio,Entire home/apt,2,1.0,1.0,1.0,300.0
811766110238059865,Jacarepaguá,Entire home/apt,4,1.0,0.0,4.0,829.0
811768684655141246,Flamengo,Entire home/apt,6,2.0,2.0,3.0,1043.0
811788592160502160,Copacabana,Entire home/apt,4,1.0,1.0,3.0,1000.0
811830629427178249,Centro,Entire home/apt,4,1.5,1.0,2.0,620.0
811842525160219262,Catete,Entire home/apt,4,1.0,0.0,2.0,541.0
812104805572795112,Copacabana,Entire home/apt,3,1.0,1.0,2.0,850.0
812141570337352263,Ipanema,Entire home/apt,3,2.0,2.0,2.0,1475.0
812166741180206172,Botafogo,Entire home/apt,8,2.0,3.0,5.0,567.0
812172656580667872,Centro,Private room,1,1.0,1.0,1.0,110.0
812190642718289395,Barra da Tijuca,Entire home/apt,4,1.5,1.0,2.0,1286.0
812216798439624809,Copacabana,Entire home/apt,4,1.5,1.0,2.0,693.0
812227638511632291,Leblon,Entire home/apt,4,1.0,1.0,2.0,900.0
809540061676964471,Barra da Tijuca,Entire home/apt,2,,1.0,,
809580934020743753,Ipanema,Entire home/apt,4,2.0,2.0,4.0,3307.0
809585269028281375,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1004.0
809591325049093580,Flamengo,Entire home/apt,3,1.0,1.0,1.0,877.0
809595565773635381,Recreio dos Bandeirantes,Entire home/apt,5,1.0,1.0,3.0,329.0
809602747136795452,Santa Teresa,Private room,2,2.0,1.0,1.0,220.0
809669059243342017,Botafogo,Entire home/apt,3,1.0,1.0,1.0,413.0
809885262072194962,Tijuca,Private room,2,,,,
809928629508745477,Recreio dos Bandeirantes,Entire home/apt,4,1.0,1.0,2.0,384.0
812235617767908982,Estácio,Private room,2,,,,
812248886459666147,Copacabana,Entire home/apt,7,2.5,3.0,6.0,2434.0
812249011140485521,Copacabana,Entire home/apt,5,,2.0,,
812257529899465040,Copacabana,Entire home/apt,6,1.0,1.0,3.0,1056.0
812283428009844448,Centro,Entire home/apt,2,1.0,1.0,1.0,1235.0
812288797191448363,Itanhangá,Private room,1,1.0,1.0,1.0,188.0
812310897973284272,Leblon,Entire home/apt,2,1.0,1.0,2.0,1600.0
812343702405766386,Copacabana,Entire home/apt,6,2.0,3.0,4.0,2713.0
812359767521073119,Santa Teresa,Entire home/apt,2,1.0,0.0,2.0,200.0
812363033152026937,Copacabana,Entire home/apt,4,1.0,2.0,2.0,933.0
812408644536952203,Centro,Entire home/apt,2,1.0,1.0,1.0,200.0
809940936783044526,Copacabana,Entire home/apt,2,1.0,1.0,1.0,970.0
809969541598555704,Centro,Entire home/apt,2,1.0,1.0,1.0,325.0
809985358377532967,Laranjeiras,Entire home/apt,3,1.0,1.0,2.0,324.0
810045156592330379,Botafogo,Entire home/apt,2,,1.0,,
810052770226328224,Rio Comprido,Private room,1,0.0,0.0,0.0,120.0
810097053140383275,Jacarepaguá,Entire home/apt,7,2.0,2.0,3.0,924.0
810175890864826171,Copacabana,Entire home/apt,3,1.0,1.0,1.0,579.0
810177047818968460,Copacabana,Private room,2,1.0,1.0,1.0,729.0
810199090663741408,Copacabana,Entire home/apt,5,1.5,2.0,2.0,893.0
810232974407861207,Leblon,Entire home/apt,4,2.5,2.0,2.0,1500.0
812459197970893967,Vidigal,Entire home/apt,2,1.0,1.0,1.0,500.0
812483113377456999,Copacabana,Entire home/apt,4,1.0,1.0,2.0,829.0
812523626014210169,Copacabana,Private room,4,1.0,1.0,2.0,900.0
812545965783259661,Recreio dos Bandeirantes,Entire home/apt,4,6.0,4.0,3.0,4000.0
812654449258528530,Flamengo,Entire home/apt,3,1.0,1.0,1.0,550.0
812814894878560710,Jacarepaguá,Entire home/apt,2,1.0,1.0,2.0,600.0
812882475874032152,Copacabana,Entire home/apt,4,,2.0,,
812891447827493150,Leblon,Entire home/apt,6,2.0,2.0,2.0,1871.0
812894766358919604,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1100.0
812914760304084694,Leblon,Entire home/apt,4,1.5,2.0,2.0,1146.0
812939750380298559,Ipanema,Entire home/apt,2,1.0,1.0,1.0,356.0
812939757810211404,Centro,Entire home/apt,2,,,,
812964312311543776,Glória,Entire home/apt,2,,1.0,,
810241896079683540,Jacarepaguá,Entire home/apt,4,,2.0,,
810257408399737450,Barra da Tijuca,Entire home/apt,5,1.5,1.0,3.0,2700.0
810259044755127096,Recreio dos Bandeirantes,Entire home/apt,8,1.0,3.0,3.0,1014.0
810277280719622711,Andaraí,Entire home/apt,4,,2.0,,
810307781156848593,Copacabana,Entire home/apt,4,1.0,1.0,2.0,619.0
810307934628475598,Jacarepaguá,Entire home/apt,4,2.0,2.0,3.0,1050.0
810314153528708370,Copacabana,Entire home/apt,4,,2.0,,
810319158777985024,Leblon,Entire home/apt,6,3.5,3.0,4.0,3371.0
810322230630476243,Copacabana,Entire home/apt,4,1.0,1.0,2.0,706.0
810374182574278702,Leblon,Entire home/apt,6,3.0,3.0,6.0,2500.0
812990359641357341,Flamengo,Entire home/apt,3,1.0,1.0,1.0,850.0
813018422120958713,Ipanema,Entire home/apt,2,1.0,1.0,1.0,751.0
813081285094207335,Copacabana,Entire home/apt,5,2.0,1.0,2.0,1123.0
813086794549312111,Copacabana,Entire home/apt,4,1.0,1.0,2.0,810.0
813139614619818918,Centro,Entire home/apt,4,1.0,1.0,4.0,220.0
813141164051353451,Jardim Botânico,Entire home/apt,4,2.0,2.0,3.0,960.0
813169236352545619,Camorim,Entire home/apt,12,3.0,3.0,5.0,1850.0
813185306374128359,Anil,Private room,2,1.0,1.0,1.0,400.0
813198731194283319,Catete,Entire home/apt,4,2.0,2.0,2.0,700.0
810389893876563370,Tijuca,Private room,2,1.0,1.0,2.0,271.0
810394024923630697,Tijuca,Private room,2,1.0,1.0,2.0,180.0
810658926998789998,Jacarepaguá,Entire home/apt,4,2.0,2.0,3.0,1050.0
810679388086046101,Glória,Private room,2,1.0,1.0,1.0,78.0
810686808527839720,Copacabana,Entire home/apt,5,1.0,1.0,3.0,1188.0
810690861488409739,Leblon,Entire home/apt,6,2.0,3.0,5.0,3000.0
810713613135800497,Copacabana,Entire home/apt,4,1.0,1.0,1.0,629.0
810719689752175161,Copacabana,Entire home/apt,4,1.0,1.0,1.0,986.0
810735827119749181,Vargem Grande,Entire home/apt,7,2.0,3.0,5.0,1500.0
810765100346658061,Laranjeiras,Entire home/apt,5,,2.0,,
810777183715057146,Centro,Entire home/apt,3,1.0,1.0,2.0,460.0
813241279786604910,Flamengo,Entire home/apt,3,1.0,2.0,2.0,629.0
813473997965382108,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,1721.0
813523719210482426,Laranjeiras,Entire home/apt,4,,2.0,,
810778858466959816,Barra da Tijuca,Entire home/apt,4,1.0,1.0,1.0,1437.0
810800461965497841,Tijuca,Private room,2,1.5,1.0,1.0,196.0
810815737083785311,Botafogo,Entire home/apt,4,2.0,2.0,2.0,923.0
810834158750586645,Ipanema,Private room,1,2.5,1.0,1.0,149.0
810835538357796345,Copacabana,Entire home/apt,3,1.0,1.0,1.0,1500.0
810947812848172553,Copacabana,Entire home/apt,2,1.0,1.0,1.0,786.0
810949846804403561,Botafogo,Entire home/apt,3,1.0,1.0,2.0,571.0
810963892184997720,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1219.0
810968376757336150,Botafogo,Entire home/apt,5,1.5,3.0,3.0,1014.0
813836646413478293,Copacabana,Entire home/apt,4,2.0,2.0,3.0,2286.0
813601467621292109,Leblon,Entire home/apt,5,2.0,1.0,3.0,228.0
813640221777226374,Botafogo,Entire home/apt,2,1.0,1.0,1.0,600.0
813655374145338942,Barra da Tijuca,Entire home/apt,4,1.0,1.0,1.0,756.0
813695111984631116,Copacabana,Entire home/apt,2,1.0,1.0,1.0,400.0
813744572924355100,Recreio dos Bandeirantes,Entire home/apt,4,,2.0,,
813770534809927553,Copacabana,Entire home/apt,4,1.0,1.0,2.0,978.0
813775394357057762,Ipanema,Entire home/apt,5,1.5,1.0,2.0,1399.0
813777422294243086,Recreio dos Bandeirantes,Entire home/apt,2,1.0,1.0,4.0,400.0
813847393707845377,Laranjeiras,Entire home/apt,4,1.5,1.0,2.0,914.0
813876612008653398,Campo Grande,Entire home/apt,10,4.0,4.0,8.0,829.0
813878761534642643,Santa Teresa,Private room,2,1.5,1.0,1.0,279.0
813908165140972706,Copacabana,Entire home/apt,3,1.0,1.0,2.0,800.0
813926536038602428,Centro,Entire home/apt,3,1.0,1.0,2.0,1100.0
813943729587328404,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,514.0
814009382920859914,Campo Grande,Entire home/apt,12,2.5,3.0,7.0,1257.0
814038819392543376,Botafogo,Entire home/apt,2,,1.0,,
814046054895010915,Copacabana,Entire home/apt,9,2.0,3.0,8.0,2643.0
814050069808506470,Copacabana,Entire home/apt,6,1.0,2.0,5.0,2398.0
813778522953796928,Leblon,Entire home/apt,4,,2.0,,
813787195264310785,Barra da Tijuca,Entire home/apt,4,2.5,2.0,3.0,1200.0
813787986795645045,Copacabana,Entire home/apt,2,1.0,1.0,1.0,750.0
813792757592699507,Copacabana,Private room,1,1.0,1.0,0.0,913.0
813812568019198634,Ipanema,Entire home/apt,6,2.0,3.0,3.0,1298.0
813819203983599355,Barra da Tijuca,Entire home/apt,4,,1.0,,
813827400380458338,Joá,Entire home/apt,10,6.0,5.0,5.0,17700.0
813827951831413057,Joá,Entire home/apt,10,8.0,5.0,5.0,35400.0
816619365043887946,Centro,Entire home/apt,3,1.0,0.0,2.0,396.0
816635747505658607,Copacabana,Entire home/apt,4,1.0,1.0,2.0,800.0
816646603136053429,Gávea,Entire home/apt,5,,2.0,,
816653617281950505,Centro,Entire home/apt,4,1.0,0.0,3.0,503.0
816658289732221878,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1619.0
816674760847429506,Botafogo,Entire home/apt,6,2.0,3.0,4.0,1286.0
814256695421003884,Copacabana,Entire home/apt,2,1.0,1.0,1.0,731.0
814314315301605733,Ipanema,Private room,1,1.0,1.0,1.0,420.0
814320132531126356,Santa Teresa,Entire home/apt,2,1.0,1.0,2.0,142.0
814338761421879241,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1000.0
814366498881954709,Laranjeiras,Entire home/apt,7,2.5,4.0,5.0,1207.0
814371449329626539,Praça da Bandeira,Private room,1,1.0,1.0,1.0,169.0
814385077383704347,Santa Teresa,Entire home/apt,2,,1.0,,
814435178662720818,Botafogo,Entire home/apt,4,1.5,2.0,2.0,836.0
814436967942921816,Botafogo,Entire home/apt,4,1.0,2.0,1.0,741.0
814475058289592029,Flamengo,Private room,3,1.0,1.0,2.0,456.0
814480134332280129,Ipanema,Entire home/apt,4,1.0,1.0,1.0,614.0
816724295083488542,Barra da Tijuca,Entire home/apt,6,2.0,2.0,4.0,986.0
816738790257616632,Barra da Tijuca,Entire home/apt,3,1.0,1.0,1.0,710.0
816769697435368344,Guaratiba,Entire home/apt,6,,2.0,,
816826006056170310,Recreio dos Bandeirantes,Private room,2,1.0,1.0,1.0,302.0
816853004919464030,Botafogo,Entire home/apt,2,1.0,1.0,1.0,729.0
816864184039987808,Copacabana,Entire home/apt,10,4.0,5.0,5.0,2800.0
814499634518415333,Ipanema,Entire home/apt,5,2.0,2.0,3.0,1692.0
814500035806973476,Flamengo,Entire home/apt,8,3.0,3.0,4.0,2000.0
814516270433082131,Copacabana,Entire home/apt,7,2.0,3.0,3.0,1754.0
814539216117655225,Copacabana,Private room,2,2.0,1.0,1.0,250.0
814557994825604885,Copacabana,Entire home/apt,2,1.0,1.0,1.0,600.0
814578211905531071,Copacabana,Entire home/apt,7,2.0,2.0,4.0,1394.0
814589991557747468,Catumbi,Entire home/apt,6,1.0,2.0,2.0,655.0
814607569389282394,Leblon,Entire home/apt,6,3.0,3.0,3.0,1063.0
814609918995933976,Santa Teresa,Private room,1,2.5,3.0,1.0,180.0
816888754719431943,Copacabana,Private room,3,1.0,1.0,2.0,770.0
816889313913024517,Santa Teresa,Entire home/apt,3,1.0,1.0,1.0,166.0
816900751843215623,Glória,Entire home/apt,4,2.0,2.0,2.0,772.0
816920455304515883,Copacabana,Entire home/apt,5,1.0,1.0,2.0,300.0
816923388927413514,Botafogo,Private room,2,1.0,1.0,1.0,160.0
817044522315192265,Jacarepaguá,Entire home/apt,3,1.0,1.0,3.0,502.0
817077326439570880,Leblon,Entire home/apt,4,1.0,1.0,2.0,874.0
814611249259570166,Leme,Entire home/apt,3,1.0,1.0,1.0,1508.0
814620110500342555,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,737.0
814622660137349281,Santa Teresa,Private room,1,1.0,1.0,1.0,160.0
814644612543634578,Vargem Pequena,Entire home/apt,2,1.0,1.0,2.0,267.0
814652645855453099,Lagoa,Private room,3,1.0,1.0,1.0,751.0
814677220277962645,Copacabana,Entire home/apt,8,3.0,3.0,4.0,1200.0
815028302544720311,Copacabana,Entire home/apt,5,3.0,3.0,3.0,1000.0
815041690547550618,Santa Teresa,Private room,1,1.0,1.0,1.0,200.0
815078978942490062,Santa Teresa,Entire home/apt,2,1.0,1.0,1.0,850.0
815086046144997783,Leblon,Entire home/apt,2,1.0,1.0,1.0,1500.0
815088648235617592,Barra da Tijuca,Private room,1,1.0,1.0,1.0,194.0
817155150851878864,Flamengo,Entire home/apt,6,2.0,3.0,5.0,2084.0
817193366537553978,Copacabana,Private room,2,1.0,1.0,1.0,500.0
817205301823285274,Santa Teresa,Private room,2,1.0,1.0,1.0,200.0
817214027927075376,Santa Teresa,Private room,2,2.5,1.0,1.0,400.0
817262025529766086,Copacabana,Entire home/apt,6,,3.0,,
817262833262909325,Barra da Tijuca,Private room,2,1.0,1.0,1.0,443.0
817269322930874961,Ipanema,Entire home/apt,4,2.5,2.0,3.0,2514.0
817272295581564562,Santa Teresa,Private room,2,2.5,1.0,1.0,400.0
817277104303793990,Santa Teresa,Private room,2,2.5,1.0,1.0,400.0
817288098709486071,Ipanema,Entire home/apt,2,1.0,1.0,1.0,1286.0
817292398311325348,Flamengo,Entire home/apt,4,1.0,2.0,2.0,1100.0
817296144393622100,Copacabana,Entire home/apt,6,1.0,1.0,2.0,1157.0
817326657766314351,Jardim Botânico,Entire home/apt,4,3.0,2.0,2.0,2060.0
817337520675878137,Santa Teresa,Shared room,1,1.0,1.0,0.0,143.0
815127782825927572,Ipanema,Private room,2,1.0,1.0,1.0,347.0
815142270253972339,Leme,Entire home/apt,4,1.0,1.0,2.0,1200.0
815148025120836575,Copacabana,Entire home/apt,4,1.0,2.0,3.0,1400.0
815153128724920629,Barra da Tijuca,Entire home/apt,3,1.0,2.0,2.0,336.0
815174999785259158,Jacarepaguá,Entire home/apt,4,2.0,2.0,2.0,400.0
815176453359712870,Recreio dos Bandeirantes,Private room,2,1.0,1.0,1.0,200.0
815216141966731800,Recreio dos Bandeirantes,Entire home/apt,4,1.0,1.0,4.0,493.0
815218312806560164,Copacabana,Entire home/apt,5,2.0,2.0,4.0,1300.0
815233619199337716,Copacabana,Entire home/apt,4,1.0,1.0,2.0,786.0
815240336980180290,Centro,Entire home/apt,4,1.0,0.0,1.0,400.0
815263652517293350,Santa Teresa,Private room,2,1.0,1.0,1.0,201.0
817349312746558703,Barra da Tijuca,Entire home/apt,3,1.0,1.0,1.0,1415.0
817356171922173807,Ipanema,Entire home/apt,6,2.0,2.0,3.0,1229.0
817366828112125197,Leme,Private room,2,1.0,1.0,2.0,336.0
817368358537013301,Irajá,Private room,2,,3.0,,
817370046974035300,Copacabana,Entire home/apt,6,2.0,3.0,3.0,2029.0
815268542912960647,Jacarepaguá,Entire home/apt,16,4.5,5.0,9.0,2757.0
815293317299245710,Centro,Private room,3,1.0,1.0,2.0,320.0
815294880133995900,Ipanema,Entire home/apt,4,2.0,2.0,6.0,6634.0
815309882749734621,Leme,Entire home/apt,5,1.5,2.0,3.0,1600.0
815385655516622993,Tijuca,Entire home/apt,2,1.0,1.0,1.0,321.0
815388796517732142,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1500.0
815398674652229901,Jacarepaguá,Entire home/apt,2,1.0,1.0,1.0,407.0
815418995119916944,São Conrado,Private room,6,1.0,1.0,4.0,1570.0
815455716673776950,Copacabana,Entire home/apt,3,2.0,1.0,1.0,5000.0
815520833363509117,Leblon,Entire home/apt,4,1.0,1.0,4.0,3471.0
817373550348876995,Santa Teresa,Entire home/apt,4,1.0,1.0,1.0,275.0
817395711318823323,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1189.0
817398215561785424,Curicica,Private room,4,1.0,1.0,1.0,257.0
817402500423702152,Santa Teresa,Private room,2,1.0,2.0,2.0,390.0
817404263225137193,Copacabana,Private room,1,1.0,1.0,1.0,350.0
817413889213289927,Humaitá,Entire home/apt,4,2.0,2.0,3.0,991.0
817422307473594381,Ipanema,Entire home/apt,2,1.0,1.0,1.0,1536.0
817423732702494358,Copacabana,Private room,3,1.5,1.0,1.0,250.0
817424859228803442,Ipanema,Entire home/apt,2,1.0,1.0,1.0,900.0
815746782243940156,Santa Teresa,Private room,2,2.5,1.0,1.0,2900.0
815764695061530910,Santa Teresa,Entire home/apt,2,,1.0,,
815785556318599318,Santa Teresa,Private room,2,1.0,1.0,2.0,306.0
815800421881254286,Barra da Tijuca,Entire home/apt,3,2.0,2.0,2.0,850.0
815818403919049563,Barra da Tijuca,Entire home/apt,6,2.0,3.0,4.0,2697.0
815842507988413652,Centro,Private room,2,1.0,1.0,1.0,220.0
815856154971523274,Catete,Entire home/apt,2,1.0,1.0,4.0,656.0
815878505786755875,Vargem Grande,Entire home/apt,6,3.5,3.0,3.0,950.0
815889984675915580,Catete,Entire home/apt,4,,2.0,,
815890033522423489,Barra da Tijuca,Entire home/apt,5,1.0,2.0,3.0,1450.0
817453182477200982,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1964.0
817453904319837089,Joá,Entire home/apt,12,6.5,5.0,5.0,15100.0
817488595710855086,Recreio dos Bandeirantes,Entire home/apt,3,1.5,1.0,1.0,72.0
817489333855938698,Barra da Tijuca,Entire home/apt,6,2.0,2.0,2.0,1129.0
817500557488157502,Barra da Tijuca,Entire home/apt,4,1.0,1.0,1.0,1250.0
817501072243786737,Barra da Tijuca,Entire home/apt,4,2.0,2.0,3.0,1500.0
817506597478351902,Vidigal,Private room,2,1.0,1.0,1.0,150.0
817515269321469317,Copacabana,Entire home/apt,4,1.5,1.0,2.0,1020.0
817545363156185344,Copacabana,Entire home/apt,4,1.5,2.0,3.0,1004.0
815890486960862925,Copacabana,Private room,1,1.0,1.0,1.0,350.0
815908813311895402,Barra da Tijuca,Entire home/apt,5,,1.0,,
815908848633344331,Copacabana,Entire home/apt,4,1.0,1.0,2.0,974.0
815935546293438070,Ipanema,Entire home/apt,3,,2.0,,
815941330831492004,Copacabana,Entire home/apt,4,1.0,1.0,2.0,650.0
815947248303976617,Glória,Private room,2,1.0,1.0,1.0,270.0
815972759622794527,Copacabana,Private room,3,1.5,1.0,2.0,214.0
816017002025135151,Laranjeiras,Entire home/apt,4,2.0,3.0,3.0,650.0
816023677278672620,Ipanema,Entire home/apt,3,1.0,1.0,1.0,2000.0
816034468702507102,Cidade Nova,Entire home/apt,4,1.0,2.0,3.0,543.0
817559854427330435,Copacabana,Entire home/apt,5,,3.0,,
817579734385655105,Anil,Entire home/apt,4,1.0,1.0,2.0,543.0
817584370078390548,Copacabana,Entire home/apt,3,1.0,1.0,1.0,950.0
817594630936909705,Flamengo,Entire home/apt,6,2.0,2.0,2.0,1659.0
817599086523571919,Copacabana,Entire home/apt,4,1.0,1.0,1.0,159.0
