id,number_of_reviews,review_scores_rating
1006732763219918501,38,5.0
1006756829395710623,35,4.77
1006756837277241474,4,5.0
1006811043941070808,16,4.81
1009420515063842305,27,4.81
1009431182853397587,11,4.27
1009432738073181276,37,4.7
1009492685477670678,3,4.67
1009511940481255913,40,4.8
1009526796288011673,4,5.0
1006822104844130217,0,4.812309491059147
1007062185096189877,0,4.812309491059147
1007082224029661437,22,4.95
1007111643373863675,2,5.0
1007114081456107433,48,4.96
1007202898665824146,1,5.0
1007241288742998691,5,5.0
1007259923743083399,0,4.812309491059147
1007284391988438723,1,5.0
1007287023235844279,39,4.79
1007291424501199324,4,5.0
1007309601163633438,0,4.812309491059147
1007318495422686163,32,5.0
1007363502087759656,4,4.75
1007368866306855999,25,4.96
1007449849057854825,37,5.0
1009532915739161611,16,4.88
1009591919561339012,6,5.0
1009593559543743769,14,4.93
1009604621678591862,1,5.0
1009617115460197288,4,5.0
1009626793884976904,17,5.0
1009629109805942638,1,5.0
1009660459160949986,4,5.0
1009670716785238841,1,4.0
1007456218278044427,5,4.8
1007471387054701080,31,4.68
1007471989713504425,26,4.73
1009689683561869231,24,5.0
1009916666077317313,1,5.0
1009953265298021459,1,4.0
1009989224243430599,0,4.812309491059147
1010022067975545837,2,3.5
1010041346062196280,0,4.812309491059147
1010056203936285310,0,4.812309491059147
1010058578990148910,7,5.0
1007520886895419368,0,4.812309491059147
1007541544865424042,35,5.0
1007551375876604795,46,4.96
1007785242380729295,0,4.812309491059147
1007841671872677236,28,5.0
1007869711278231341,1,5.0
1010086118265057201,3,5.0
1010107030907954612,1,3.0
1010137531938380689,1,5.0
1010151895508904467,37,4.86
1010183485018398740,11,5.0
1010212762991189541,11,5.0
1010249763837626705,4,5.0
1007919613253223712,35,5.0
1010261585782334027,15,5.0
1010269766028541667,2,5.0
1010276066674304958,15,4.93
1010278922830642091,15,5.0
1010281734481848135,0,4.812309491059147
1010293378625474985,6,5.0
1010296441566302634,11,4.82
1010297993061137112,1,5.0
1010303527752796980,51,4.94
1007987737732646886,31,4.71
1008005979342286639,21,5.0
1008006641356718256,15,5.0
1008032446186020148,11,5.0
1008033222894863329,9,4.67
1010308414764528166,24,4.42
1010336488077686556,0,4.812309491059147
1010383839609802768,0,4.812309491059147
1010397577137834521,31,4.9
1010660504899334587,3,5.0
1010706961401743253,2,4.5
1010714453762775658,3,5.0
1010727542676774330,24,4.83
1010730127068990470,2,5.0
1010731695629214461,1,5.0
1010748000631478758,4,5.0
1008054867721785052,40,4.83
1012755151526286872,27,5.0
1012820514721712989,1,5.0
1012930866059103370,5,5.0
1012962557193072429,0,4.812309491059147
1012964523757123691,14,4.93
1010762292602653828,2,5.0
1010790422080485049,7,4.71
1010793748604578623,2,5.0
1010813064782487543,2,5.0
1010817740569406114,8,5.0
1010830279974869412,2,5.0
1010832946233563314,22,4.91
1010855505776407106,15,4.93
1012989770680238525,0,4.812309491059147
1012991922902085257,1,5.0
1013015938498156101,6,4.83
1013017534975467156,22,4.77
1010880639117872285,16,4.88
1010888831906316403,15,4.93
1010896484167275091,17,5.0
1010904019017704044,23,4.87
1010905135350766827,49,4.82
1010909115432671518,31,5.0
1010911410688807354,49,4.9
1013072492400699302,8,5.0
1013088082590108462,4,5.0
1013104126214936144,9,5.0
1013105683221602015,32,4.88
1013106120019976376,7,4.43
1010923333044906337,14,5.0
1010926511549421937,24,4.79
1010935587248632104,94,4.88
1010942815624619762,0,4.812309491059147
1010947076290388847,1,4.0
1010958820723209275,0,4.812309491059147
1010982465733862037,43,4.79
1013135728872333042,7,4.71
1013139558038738634,2,5.0
1013178686139142179,1,5.0
1013203368763110940,1,5.0
1013246669415937609,2,5.0
1013251009892339636,6,5.0
1013554378850746855,4,5.0
1013594717193016751,1,5.0
1013611087830921654,70,4.94
1010994434368920250,5,4.8
1011007866277887252,1,5.0
1011009760124241961,7,4.86
1011049104207773406,23,4.91
1011070887335354351,0,4.812309491059147
1011108816394411388,17,4.82
1011133451658582397,5,4.6
1013613200953993243,112,4.88
1013629111196373497,57,4.54
1013653583053290935,32,4.97
1013664229294535187,35,4.8
1011149672668211915,19,5.0
1011152458231148369,19,4.89
1011191271614520190,18,4.72
1011266452972472174,1,5.0
1011386095535035045,4,5.0
1011418914020874138,26,4.69
1011456067497645744,1,5.0
1011485966308520289,22,4.82
1013675306683823205,17,4.82
1013675524033104534,11,4.64
1013710540811442805,14,5.0
1013712733767769989,0,4.812309491059147
1013730106738379377,12,4.75
1011513540533070565,0,4.812309491059147
1011542965105428583,7,5.0
1011548204855258637,1,5.0
1011573341237151507,17,4.94
1011588091618755342,3,5.0
1011605431127953606,19,4.68
1011605914903398768,9,4.67
1011628326168637806,16,4.63
1013733312156737753,61,4.97
1013755567048295209,6,5.0
1013762130232620405,35,4.8
1013771996569841546,2,4.5
1013773087906288953,7,4.43
1013777988230790004,3,5.0
1013795860774998560,22,4.95
1013823776272328850,0,4.812309491059147
1011638313844285663,8,4.38
1011697815864955305,23,4.74
1011699940500402077,32,4.75
1011746277620034685,2,5.0
1011755436557585624,61,4.95
1011785237088557495,5,5.0
1011814081161404661,7,4.71
1013841571263276930,4,4.25
1013841725610042853,33,4.76
1013860806394820248,4,4.5
1013863054137130406,18,5.0
1013867534573571642,4,4.75
1013868664316922755,4,4.75
1013876755519140097,14,4.79
1013898635773313845,12,4.83
1013904140043177101,4,5.0
1013932589091909708,32,4.84
1013942979975751166,7,5.0
1011822778088140473,21,5.0
1011848875603677621,27,4.81
1011853931669989356,3,5.0
1011867204924107342,3,5.0
1011890945795849108,5,4.0
1012106601855028661,23,4.83
1012119080049425015,11,4.91
1012142985966361098,29,4.79
1012160372638578974,34,4.94
1012229679182825932,1,5.0
1013945738216386833,6,5.0
1013947071533199270,26,4.35
1013947942098363632,4,5.0
1013952746864836494,67,4.94
1012252356063902346,2,5.0
1012260953802509776,14,4.64
1012307591829075837,0,4.812309491059147
1012363163367595884,1,5.0
1012401973993676266,2,4.5
1012405264075387917,41,4.71
1012419537538743666,47,4.96
1012420008155360268,0,4.812309491059147
1012449570479987588,1,5.0
1012454499507957839,2,5.0
1013953300306744268,1,5.0
1013969489965115505,1,5.0
1013984216870615120,26,4.77
1013986282489307624,2,5.0
1013989378446325046,8,4.75
1013990753186775134,5,4.8
1013996839126013721,36,4.67
1014005887813390882,1,5.0
1014012091593237649,4,5.0
1012479234630203676,26,5.0
1012547185677218302,9,4.56
1012559419190025725,104,4.92
1012625117686950594,6,5.0
1014992041133138683,0,4.812309491059147
1015031490667161082,2,5.0
1015064541246147964,1,5.0
1015098564809936514,30,5.0
1014014221634373097,19,5.0
1014043747710854397,1,4.0
1014056219334090829,5,5.0
1015153024952633573,15,5.0
1015177706879927519,51,4.96
1015186589962481349,2,4.5
1015187300631296521,0,4.812309491059147
1015200359377125532,13,4.31
1015211680873671080,14,5.0
1015216245919312753,12,4.75
1015221522218214890,5,5.0
1014103690497294029,16,4.88
1014147849357171815,6,4.5
1014322330460584607,5,5.0
1014379523043954476,8,4.5
1014411959636538769,1,5.0
1014449256941367465,1,5.0
1014504228030078902,0,4.812309491059147
1014504829627510323,3,5.0
1014532807003630998,3,5.0
1015230753611468202,58,4.9
1015254137024878209,6,4.83
1015255068836630270,0,4.812309491059147
1015264585724332291,7,5.0
1015295171856749265,10,4.9
1015314601857227444,61,4.98
1015335241281113973,7,4.71
1015339294407684811,32,5.0
1015354328993690019,0,4.812309491059147
1015379981269414970,28,4.82
1014544136567672083,2,4.0
1014552798531517141,2,5.0
1014553185946120452,7,5.0
1014558205239244526,4,3.75
1014564621533520067,1,5.0
1015402295158309275,3,5.0
1015413932343265684,1,5.0
1015419265477857120,12,4.67
1015421932438634893,2,4.5
1015432418511296284,0,4.812309491059147
1015432462510088426,26,5.0
1015454521106433610,4,4.25
1015487760935248599,4,4.75
1014617629388685412,16,4.94
1014639571192354734,31,4.97
1014658704993002808,1,4.0
1014677691182131537,6,5.0
1014707095241271636,0,4.812309491059147
1014719549993002171,4,5.0
1014725814493165904,42,4.9
1015512033139461112,23,4.26
1015694498123376143,17,5.0
1015820502159793391,0,4.812309491059147
1015837114196909276,0,4.812309491059147
1015842647869694184,9,4.78
1015846231955846125,142,4.95
1015851753726381696,1,5.0
1014748173537066769,9,4.78
1014784139171955352,20,4.7
1014788703534725545,0,4.812309491059147
1014898688174977647,29,4.97
1014971461871527339,0,4.812309491059147
1016752078157657158,5,5.0
1015872396631749151,2,5.0
1015877233918346266,19,4.95
1015879445638551931,0,4.812309491059147
1015895800765152623,3,5.0
1015898683094034477,17,4.88
1015913244780659404,0,4.812309491059147
1015916323836355562,9,4.44
1015922090996924555,11,5.0
1015924502514099709,6,5.0
1016755260997923313,2,5.0
1016760106918170348,18,4.83
1016775382625586958,0,4.812309491059147
1016782059912538246,22,4.36
1016788441955013200,1,5.0
1016798207039101565,0,4.812309491059147
1016809126129143753,1,4.0
1015926200348078028,0,4.812309491059147
1015938682515064060,0,4.812309491059147
1015978592650870819,1,5.0
1015991652493978032,26,4.81
1015995386387147587,4,3.25
1016007225223580839,0,4.812309491059147
1016012282877329860,7,4.71
1016035489600343719,1,4.0
1016038426404213304,22,4.91
1016813391564866989,4,3.5
1016833579100166151,42,4.95
1017193973992912333,5,5.0
1016055409642286453,4,5.0
1016082139967540996,21,5.0
1016087452918901007,3,4.67
1016104051662596370,17,4.82
1016110900119664180,1,5.0
1016119156273867589,3,5.0
1016127405299341689,9,4.78
1016167869186591788,47,4.89
1017217132487940868,0,4.812309491059147
1017264551590923956,8,4.88
1017287846017628097,27,5.0
1017298955021739357,2,5.0
1017301744525135081,0,4.812309491059147
1016225065275895417,6,4.17
1016237339276614851,2,4.5
1016279242335806858,5,5.0
1016511638803578168,26,4.85
1016549684249799161,0,4.812309491059147
1016570184418106379,22,4.86
1016575537321650809,0,4.812309491059147
1016576332553624804,1,5.0
1017304694703017405,1,5.0
1017311421603862814,0,4.812309491059147
1017315457115232460,3,5.0
1017323173907525727,0,4.812309491059147
1017332121003481613,10,5.0
1017343642410938516,5,5.0
1017366234576447612,6,4.17
1017368239075878199,3,5.0
1017371766703819597,2,5.0
1017428153651073993,0,4.812309491059147
1017430494518940335,0,4.812309491059147
1016577620711365942,1,4.0
1016628401137631427,17,4.82
1016637687000121106,4,4.75
1016643399218308776,2,5.0
1016660990203736867,1,5.0
1016668269058491847,0,4.812309491059147
1016675546204336440,3,5.0
1017524736756338959,4,5.0
1017527159011147248,1,5.0
1017544862620270226,37,4.86
1016682041287601105,7,4.57
1016692369646205301,0,4.812309491059147
1016699539086659728,1,5.0
1016700366196395741,82,4.9
1016701545155999194,10,4.5
1016710844197523392,1,5.0
1016711505660775540,5,5.0
1016718037386862784,22,4.86
1016724881344240160,1,3.0
1017580066284674369,10,5.0
1017900960645678437,1,5.0
1017938667138231138,3,4.67
1018000686309732929,2,3.0
1018030863187517808,0,4.812309491059147
1018035206926147728,4,5.0
1018153562196468560,41,4.9
1018159023582278207,1,5.0
1018185280497764728,9,5.0
1016735897064302629,1,5.0
1019404798741340130,1,5.0
1019452812329201908,2,4.5
1019463032211218568,1,5.0
1019478417657482913,75,4.92
1019486981733236944,49,4.98
1019487231105815835,2,5.0
1019533267191498620,0,4.812309491059147
1019566125871294893,16,5.0
1019579511149924620,14,5.0
1018204304233849647,15,5.0
1018238823168002820,10,5.0
1018258952698594468,9,5.0
1018266926311485016,35,4.97
1018277019553679596,0,4.812309491059147
1018296398199231056,6,4.33
1019601725092488952,21,4.86
1019614329492099669,1,4.0
1019621106511868915,35,4.97
1019629107615504223,2,5.0
1019646996345298993,2,5.0
1019649820028047502,1,5.0
1019661081247858200,17,4.88
1019664637669485460,6,5.0
1019668582201145660,21,4.81
1019670184814235216,8,5.0
1018296688459510628,6,5.0
1018297842322432012,99,4.89
1018333267129990483,19,4.95
1018346335525105152,2,5.0
1019677916233176692,14,4.86
1019687093248310920,2,5.0
1019730076435441157,21,4.81
1019748926336698400,0,4.812309491059147
1019793091773945354,1,1.0
1019794062067052314,14,4.86
1019794268294518458,0,4.812309491059147
1019795685413987114,1,5.0
1019802239257676953,29,5.0
1018635864448225203,1,5.0
1018679824308925172,0,4.812309491059147
1018712817320254854,14,4.57
1019817820012453963,24,4.96
1019828024663663645,12,5.0
1019842714232556703,2,5.0
1019845601900232485,4,5.0
1019853910520954378,31,4.94
1020015126695168489,19,4.95
1020107289334597392,1,5.0
1020121427759830737,1,5.0
1020134238660333831,17,4.65
1018732447170982657,2,5.0
1018741780247251461,21,5.0
1018751889687203386,9,5.0
1018752072834902056,19,4.95
1018758710199629618,53,4.94
1018780032136645685,30,4.87
1018792365546455748,0,4.812309491059147
1018793646252209247,14,5.0
1018799298357010396,0,4.812309491059147
1020135329339559821,30,4.93
1020150812428764177,14,4.64
1020151316957903668,44,4.95
1020237036909696866,2,5.0
1020238965302185766,20,4.35
1020256304078548545,7,4.86
1020262313556810686,1,5.0
1020282679075646487,2,4.5
1018834909100523772,2,4.0
1018855848781187314,36,4.92
1018864206709682968,12,4.92
1018867045293907672,8,4.75
1018869243298067517,10,5.0
1018871785388921278,11,4.91
1020293191821463530,1,5.0
1020296092447066783,0,4.812309491059147
1020304852941589047,0,4.812309491059147
1020305723891062899,1,5.0
1020311862665661724,25,5.0
1020327204963562042,7,5.0
1020342503295680623,8,5.0
1020363426640389267,13,5.0
1020376888332555375,62,4.95
1020392039738568196,2,5.0
1018916983208744557,14,4.79
1018917401592909810,7,5.0
1018933394881833974,48,4.92
1020400781359416584,1,5.0
1020448491787125988,0,4.812309491059147
1020456476295200866,18,4.89
1020461521770189401,15,4.73
1020519580505473793,10,4.6
1020522299876350095,9,5.0
1020529178693492819,6,5.0
1020530393519858555,4,4.5
1020530552122749625,0,4.812309491059147
1018937058070034696,3,5.0
1018953741155536345,2,3.5
1018958338186549598,18,4.94
1018961069629260053,27,4.85
1018961508298621035,0,4.812309491059147
1019030974338673080,2,5.0
1020770586301094821,0,4.812309491059147
1020820936339560392,1,4.0
1020831623756492979,14,5.0
1020864287227442767,5,5.0
1020908675804937467,0,4.812309491059147
1020924877578023312,0,4.812309491059147
1020941636057421373,1,5.0
1020943123667390471,14,4.93
1019030983652163878,10,5.0
1019032395878540211,8,4.63
1019050238915588279,0,4.812309491059147
1019097965496960010,1,5.0
1019100323049486890,11,5.0
1019116632796301719,2,4.5
1019139270555235057,7,4.71
1019313383163781508,13,5.0
1020949184120945232,0,4.812309491059147
1020954426050713690,1,5.0
1020959114384735686,3,4.0
1021007613781055336,0,4.812309491059147
1021012859935982912,1,5.0
1021033088019795606,0,4.812309491059147
1021088025217817079,7,5.0
1021104715135061364,25,4.92
1019360254519790661,24,4.63
1019391300452458614,0,4.812309491059147
1021564452262183441,14,4.93
1021575593281892830,0,4.812309491059147
1021594940330854486,36,4.83
1021597471035207553,0,4.812309491059147
1021613743355959245,0,4.812309491059147
1021130579172497742,2,4.0
1021139114382405731,0,4.812309491059147
1021147302550855634,48,4.83
1021157701445493153,18,5.0
1021191335379640273,12,4.67
1021210731846187948,29,4.83
1021228595945374310,5,4.2
1021657817364866595,0,4.812309491059147
1021666554258385902,9,5.0
1021667801923174083,36,4.64
1021687497145227120,1,5.0
1021694079523268089,0,4.812309491059147
1021752022787069556,12,4.67
1021774548580560459,93,4.99
1021791600826083220,0,4.812309491059147
1021807165000765602,41,4.95
1021807486442125386,88,4.94
1021822593043900938,9,4.67
1021843609820010861,12,4.92
1021846277644620326,12,4.67
1021322273640091190,4,5.0
1023745331622777766,63,4.89
1023763081450652035,2,5.0
1023781157074902786,2,5.0
1023795939759981270,2,5.0
1023812146870598707,7,4.0
1023853877976263751,6,5.0
1023873247580557282,0,4.812309491059147
1021852317925381000,3,5.0
1021853692191302691,3,4.0
1021868395217496795,1,2.0
1021870872606582335,6,5.0
1021872290886349988,25,4.96
1021874460738252006,7,4.86
1023928222369595834,5,4.8
1023941452992868690,18,4.78
1023951628040204788,2,5.0
1023954477320439878,10,4.6
1023958663421794166,15,4.47
1023964924721767133,0,4.812309491059147
1023968672516803365,8,5.0
1021885267547510402,9,5.0
1021900629703572052,0,4.812309491059147
1021901212590953152,4,4.5
1021903433380649572,4,4.5
1023977646202446556,2,5.0
1023982033018782934,9,4.89
1023984600694237965,2,5.0
1023991347719562223,65,4.97
1024013831898483425,1,4.0
1024027575295514516,0,4.812309491059147
1024029309471181762,6,5.0
1024030766945815134,55,4.64
1021929223758159055,7,5.0
1021950517569606367,4,5.0
1021955227003343126,4,5.0
1021964600776076133,7,5.0
1021966496087220094,1,5.0
1024030771963228511,47,4.7
1024037164628256202,27,4.89
1024042178762071760,2,5.0
1024056028090757299,92,4.89
1024094476151451834,13,4.92
1024095584172072288,4,5.0
1024103274662224744,2,4.5
1024115934668897630,1,5.0
1024146069934956670,41,4.9
1022022189613370151,5,4.6
1022297428908907358,0,4.812309491059147
1022318385953376760,25,4.8
1022326387506449870,31,4.97
1022327580403460317,30,4.83
1024152586353500168,1,5.0
1024152606538548561,6,4.83
1024168148127921071,4,5.0
1024224505513052265,0,4.812309491059147
1024245796698409728,1,5.0
1024449242121997394,2,5.0
1024468648360526014,49,4.94
1024538134106401812,27,4.96
1024539218241986338,19,4.95
1024577701134768146,0,4.812309491059147
1022329739137124767,0,4.812309491059147
1024580570011138818,0,4.812309491059147
1024624176311730090,0,4.812309491059147
1024634297570265985,20,4.85
1024658671920912133,5,4.8
1024660232732921400,0,4.812309491059147
1024660649712786402,17,4.94
1024663815996899445,0,4.812309491059147
1022341721002277264,9,5.0
1022364692708378791,2,5.0
1022373855883245120,1,5.0
1022381019224371384,30,4.7
1022478684017765704,18,4.83
1022481823356799517,59,4.95
1024691162886396132,26,4.88
1024704204535036668,1,5.0
1024705859393939465,0,4.812309491059147
1024711726870757209,8,4.5
1024724148445170791,0,4.812309491059147
1024726467773897670,1,4.0
1024741056125081187,0,4.812309491059147
1024752916413627296,30,5.0
1024778955637108766,5,4.8
1024805525237448862,7,4.71
1022487625375908950,31,4.61
1022504447498337641,1,5.0
1024806953904429213,7,5.0
1024838488971279166,1,5.0
1024847391729905381,41,4.56
1024851755546290317,4,5.0
1024899741858619606,0,4.812309491059147
1024922326075294294,0,4.812309491059147
1024935048014652587,0,4.812309491059147
1025021339619549029,0,4.812309491059147
1025021349072725195,0,4.812309491059147
1022505196087278812,1,5.0
1022538657304141301,13,4.92
1022540983383081022,4,5.0
1022571758452644965,0,4.812309491059147
1025064261090008938,30,4.8
1025175394714199204,7,4.71
1025191839160282926,2,5.0
1025196153924029661,0,4.812309491059147
1025217449104788246,0,4.812309491059147
1025235665998859033,7,5.0
1025239520280341990,12,4.92
1025246709404591132,23,4.78
1022586179672815720,0,4.812309491059147
1022592888640082972,0,4.812309491059147
1022593327516088861,0,4.812309491059147
1022600756918024181,65,4.78
1022657022072827118,18,4.89
1022669009965257490,21,5.0
1025280703142242998,3,4.67
1025303982421397514,33,4.97
1025367415459635653,0,4.812309491059147
1025371853764552246,3,5.0
1025385256941044582,3,5.0
1025427798557265944,1,5.0
1025433087406167578,2,5.0
1025449216779209654,0,4.812309491059147
1022669430319824592,11,4.91
1022689970300129087,22,5.0
1022723841822053605,41,5.0
1023035133589599990,1,5.0
1023063348633961871,0,4.812309491059147
1023084900211947607,0,4.812309491059147
1023126891083808485,1,5.0
1023166326718340787,0,4.812309491059147
1023205800305117182,0,4.812309491059147
1025475225664877989,5,5.0
1025486842076781136,0,4.812309491059147
1025494249448520668,64,4.94
1025504453418951751,2,5.0
1025530514563840277,1,5.0
1025533807706111619,10,5.0
1025573210045624332,54,4.89
1025588926240388670,7,5.0
1025593078279806756,1,5.0
1023222935430702965,16,4.94
1023226296907754237,1,5.0
1023228596272713414,2,5.0
1023229413343398723,10,5.0
1023233988415925114,0,4.812309491059147
1023266481563796517,1,4.0
1023290598459584172,1,5.0
1023292334031651171,3,5.0
1023298286729571312,47,4.85
1025593120425273373,9,4.89
1025594436839123259,3,4.67
1025594764979445601,0,4.812309491059147
1025595493744811610,1,5.0
1025616204184694956,0,4.812309491059147
1025652780291162579,1,5.0
1025672302561632316,6,5.0
1025864169903470248,0,4.812309491059147
1025934068091377693,34,4.88
1023330437056915198,6,5.0
1023347627373511021,0,4.812309491059147
1023348439023840218,10,5.0
1023362788442270722,0,4.812309491059147
1023390207884309236,10,5.0
1023398884798525526,16,4.88
1023432629289315631,1,5.0
1023696990225590348,4,5.0
1025997337372761996,41,4.95
1026008594383164881,0,4.812309491059147
1026011499969075449,2,5.0
1026024559017233268,47,4.87
1026028628681014762,3,5.0
1026037378870123840,6,4.83
1026059566666899474,4,4.75
1026092817303056917,4,5.0
1026094431109627612,6,4.83
1026096949257982299,3,5.0
1023710510610655258,4,5.0
1023730073794757837,0,4.812309491059147
1027801310895352813,3,5.0
1027824531695087884,29,5.0
1027831118099367482,6,5.0
1028075923229191681,64,5.0
1028086618163360408,27,5.0
1026102563396099639,12,5.0
1026108301179726555,5,4.4
1026114767925502639,11,5.0
1026126228498681519,4,4.25
1026129951776626978,7,4.71
1026138231863682877,17,4.82
1026140440972031859,40,4.85
1026143375484239095,0,4.812309491059147
1028111009624972320,2,5.0
1028119524878038508,3,4.33
1028211859628047187,10,4.2
1028213697172671170,0,4.812309491059147
1028248776876057885,1,5.0
1028257697166461644,0,4.812309491059147
1028257976706953604,0,4.812309491059147
1028284421857088357,12,4.92
1028311138388225607,0,4.812309491059147
1028365453748391313,0,4.812309491059147
1026143930713046345,6,5.0
1026150158191546843,21,4.43
1026156587209055461,16,4.94
1026156699964550973,2,5.0
1026183915772444414,11,5.0
1026189150075736014,9,4.89
1026189537973945184,12,4.92
1028369217041426058,0,4.812309491059147
1028387013835409160,51,4.78
1028388189695662729,3,5.0
1028391772888646317,47,4.72
1028410216681058561,18,5.0
1028454188456423024,1,5.0
1028482592519709342,3,5.0
1026212361898469768,78,4.91
1026263380304091446,1,5.0
1026267475452517464,0,4.812309491059147
1026270030575773630,9,4.78
1026280127459790681,3,4.67
1026294571462098517,47,4.98
1026354150960602209,1,5.0
1026367263871611817,17,5.0
1026387985504883607,10,4.9
1028825520851687888,2,5.0
1028828440472719442,0,4.812309491059147
1028834760039623285,8,4.63
1028836698295041077,0,4.812309491059147
1028837831507363459,7,5.0
1028859635384049825,5,5.0
1028861147679450019,10,4.9
1028888787115926949,5,4.8
1026639010206637531,26,5.0
1026649014248296328,2,4.5
1026678487185583443,0,4.812309491059147
1026689236054273364,4,4.75
1026699933003476131,24,5.0
1026725246115499666,0,4.812309491059147
1026740584536387035,17,5.0
1028890259978702116,4,4.75
1028917084733886908,9,5.0
1028917536735526330,3,5.0
1028921667281351605,26,4.77
1028944617951711270,1,5.0
1028951161461696427,35,4.97
1028966053930469956,1,5.0
1028966532074498876,0,4.812309491059147
1026751830094357196,0,4.812309491059147
1026752996264751723,1,5.0
1026754648521169592,32,4.63
1026762312611706984,25,4.88
1026777779185799615,14,5.0
1026785929177988462,3,5.0
1026787242324152771,0,4.812309491059147
1026804376400801510,0,4.812309491059147
1026805032338607874,10,4.4
1026806671185832366,3,4.67
1029020875139108656,53,4.85
1029030452029530509,18,4.94
1029032105361177411,46,4.91
1029047524405027173,24,4.96
1029106670248693868,5,5.0
1026806810567299218,2,5.0
1026812879926756771,0,4.812309491059147
1026834550578015243,26,4.85
1026842143622215517,2,5.0
1026843072217555992,25,4.64
1026862452821363210,37,4.73
1026889409965731937,0,4.812309491059147
1026896620541974594,0,4.812309491059147
1029120692789939230,12,4.17
1029156564715857885,1,5.0
1029161446192369720,1,5.0
1029175683128282385,2,5.0
1029209111260344233,29,4.86
1029262258265810938,2,4.0
1026935541297927270,1,5.0
1026941361333699541,0,4.812309491059147
1026955475929327869,3,5.0
1026958559903488479,0,4.812309491059147
1026961099334149935,18,4.94
1027099310397138870,14,5.0
1027134160158701131,1,5.0
1027373800685553143,2,5.0
1029349295687371617,0,4.812309491059147
1029588993968426165,3,5.0
1027378699385378431,16,4.56
1027446959986581253,0,4.812309491059147
1027466660214870868,11,4.64
1027479389701181878,80,5.0
1027495607661491233,0,4.812309491059147
1027536263052846068,0,4.812309491059147
1027566934104349628,18,4.72
1029594835827426203,9,4.78
1029610952148301467,7,5.0
1029621541328259791,31,4.9
1029624992430614071,5,5.0
1029628615658729901,22,4.95
1029637482172882060,0,4.812309491059147
1029664632630840219,8,5.0
1029701952003050481,8,5.0
1029720574027154596,29,5.0
1027582555355312608,0,4.812309491059147
1027584979759244753,6,5.0
1027681197284211441,0,4.812309491059147
1027688900006673017,0,4.812309491059147
1027692824289178449,0,4.812309491059147
1027693831115145635,2,5.0
1027697864777587342,47,5.0
1027797221553708869,166,4.96
1030447844058340910,0,4.812309491059147
1029724466239230105,0,4.812309491059147
1029776896584163285,7,5.0
1029779567288376691,3,5.0
1029781784931842023,5,4.2
1029807245245973884,18,4.67
1029814462860194702,0,4.812309491059147
1029814996130975043,0,4.812309491059147
1029815371319498152,5,4.8
1029832747731877650,13,4.62
1029860491902049816,3,4.67
1030452361639262503,0,4.812309491059147
1030458565105293226,2,4.5
1030501810459388259,1,5.0
1030562227227251510,15,5.0
1030577374467916251,0,4.812309491059147
1030583823879776176,0,4.812309491059147
1030589389176797048,3,5.0
1030594341118557925,5,5.0
1030630021078325708,0,4.812309491059147
1030647709987156913,17,4.94
1029862967544389453,8,5.0
1029863063296383815,2,5.0
1029874444235694805,0,4.812309491059147
1029904850516245416,29,5.0
1029906051505988641,3,5.0
1029917144344595402,1,3.0
1029921542047843387,37,4.81
1029962818975506647,0,4.812309491059147
1030656131698686580,2,3.5
1030660584268209294,0,4.812309491059147
1030734767842036804,0,4.812309491059147
1030735710756009173,0,4.812309491059147
1030791568056075457,5,5.0
1030876332744699518,26,4.88
1031035538087123871,2,5.0
1031038476082942966,2,5.0
1031040031356867602,48,4.96
1029964895818003262,0,4.812309491059147
1029972062511624486,12,5.0
1030051490843756580,1,5.0
1030279389622688762,42,4.86
1030327934795105314,15,4.73
1031071961672977330,1,5.0
1031074743116382923,1,5.0
1031101809495192239,0,4.812309491059147
1031112863394075983,0,4.812309491059147
1031122968584796308,7,4.0
1031135253950531813,1,5.0
1031162327317995750,57,4.96
1030330375120308017,0,4.812309491059147
1030335072381147839,10,4.8
1030347383133155318,1,5.0
1030361143666684648,1,5.0
1030364742912560680,71,4.94
1030372243940382941,0,4.812309491059147
1030384322965477602,1,5.0
1031167863068309806,5,5.0
1031171787965578476,5,4.4
1031177386093163605,22,4.82
1031183001646509081,0,4.812309491059147
1031203400584359425,13,4.54
1031207352775519394,2,5.0
1031216743964513635,1,5.0
1030409535328769737,4,5.0
1032773528654805672,3,4.67
1032773536653622268,12,5.0
1032783556233121493,0,4.812309491059147
1032814185406605696,6,4.83
1032815391728358089,48,4.54
1031234181384128422,3,4.67
1031246723721007452,27,4.67
1031295565405453160,0,4.812309491059147
1031309751056326479,1,4.0
1031325604150173765,8,5.0
1031336549797977707,21,4.95
1031348522182632999,37,4.95
1031348709668678978,0,4.812309491059147
1031391887890319005,35,4.89
1033237170082772929,0,4.812309491059147
1033356153260026665,10,4.6
1033377478804992824,23,4.91
1033392565716931659,1,5.0
1033396690526660617,35,5.0
1033404852632572128,2,5.0
1033424342521780448,0,4.812309491059147
1033427038180963134,1,5.0
1033453759516803885,2,5.0
1031416043198908027,27,4.93
1031425766599064163,0,4.812309491059147
1031501003861712987,0,4.812309491059147
1031704488197184636,15,5.0
1031750293594279972,32,4.91
1031779173827492239,18,4.94
1031792754192499790,29,4.62
1033461846074324424,0,4.812309491059147
1033463399626145480,1,5.0
1033468422189894066,0,4.812309491059147
1033472394167951025,0,4.812309491059147
1033481773819681659,0,4.812309491059147
1033498223459597094,0,4.812309491059147
1031802688051753978,3,4.33
